processed,original
"سیدعابد","سيدعابد"
"بیبیرضیه","بي بي رضيه"
"حكمت","حكمت"
"ستار","ستار"
"قدرتاله","قدرت اله"
"میرزا","ميرزا"
"فرانک","فرانک"
"خداویس","خداويس"
"علا","علا"
"توماج","توماج"
"روژیار","روژيار"
"رضیاله","رضي اله"
"زهراخاتون","زهراخاتون"
"طهوراسادات","طهورا سادات"
"بشار","بشار"
"امیرتیمور","اميرتيمور"
"روحان","روحان"
"هامور","هامور"
"سیدمحمدمجید","سيدمحمدمجيد"
"عفیفهزهراسادات","عفيفه زهراسادات"
"علیبابا","علي بابا"
"هوداد","هوداد"
"خدیجهكبری","خديجه كبري"
"ثمرهسادات","ثمره سادات"
"سهرابعلی","سهرابعلي"
"آغجه","آغجه"
"دنیاسادات","دنياسادات"
"سوگند","سوگند"
"سیدهصغرا","سيده صغرا"
"انوشیروان","انوشيروان"
"مجیب","مجيب"
"تامارا","تامارا"
"سیدرضا","سيد رضا"
"مصباح","مصباح"
"صاحبعلی","صاحبعلي"
"فرزین","فرزين"
"هومان","هومان"
"وینسنت","وينسنت"
"سیدهكوثر","سيده كوثر"
"فرخلقا","فرخ لقا"
"صدیقهالسادات","صديقه السادات"
"نیکان","نيکان"
"تلما","تلما"
"گردافرین","گردافرين"
"سیدرامین","سيدرامين"
"عفتالسادات","عفت السادات"
"شیده","شيده"
"کیمیاسادات","کيمياسادات"
"ماهجان","ماه جان"
"کیدرا","کيدرا"
"زرتاج","زرتاج"
"میشانا","ميشانا"
"خضر","خضر"
"فاطمهسما","فاطمه سما"
"سیدحسان","سيدحسان"
"كمند","كمند"
"هنریک","هنريک"
"نازنینسادات","نازنين سادات"
"بیزن","بيزن"
"عبدالحلیم","عبدالحليم"
"سیدهسالومه","سيده سالومه"
"سیدشهابالدین","سيد شهاب الدين"
"روژین","روژين"
"سیداحسانالدین","سيداحسان الدين"
"امر","امر"
"لیا","ليا"
"هانیهالزهرا","هانيه الزهرا"
"ذاکرحسین","ذاکرحسين"
"سیدهرائیکا","سيده رائيکا"
"کایس","کايس"
"پدیده","پديده"
"عبدالمجیب","عبدالمجيب"
"کیهانه","کيهانه"
"نرگسالسادات","نرگس السادات"
"حسنحاجی","حسن حاجي"
"امکلثوم","ام کلثوم"
"سیدمحسن","سيد محسن"
"آرمیتا","آرميتا"
"فریبز","فريبز"
"نشعه","نشعه"
"رجاء","رجاء"
"سكینهالسادات","سكينه السادات"
"شورش","شورش"
"سیدمیلاد","سيد ميلاد"
"عطاءالله","عطاءالله"
"میلاد","ميلاد"
"رئوف","رئوف"
"سیدبهرام","سيدبهرام"
"غلاممحمد","غلاممحمد"
"سیدقاسم","سيد قاسم"
"سیدهدلارام","سيده دلارام"
"فاضل","فاضل"
"هلال","هلال"
"عزیره","عزيره"
"ثاراله","ثاراله"
"محمدآئین","محمدآئين"
"میرمقصود","ميرمقصود"
"نورخدا","نورخدا"
"كمیله","كميله"
"سایدا","سايدا"
"مشعوف","مشعوف"
"جلال","جلال"
"متینا","متينا"
"هدایت","هدايت"
"اختر","اختر"
"دنا","دنا"
"امیریوسف","اميريوسف"
"ایوب","ايوب"
"براهه","براهه"
"سیداردلان","سيداردلان"
"ماهوش","ماه وش"
"سیدههدی","سيده هدي"
"امیرحسین","امير حسين"
"شمسالملوك","شمس الملوك"
"رسا","رسا"
"امهانی","ام هاني"
"هامان","هامان"
"سیدهتکتم","سيده تکتم"
"غلامرضا","غلامرضا"
"جانعلی","جانعلي"
"یارالله","يارالله"
"بزرگمهر","بزرگمهر"
"کبرا","کبرا"
"نصرالدین","نصرالدين"
"مهتا","مه تا"
"رودریکویلیام","رودريک ويليام"
"مهربد","مهربد"
"فوژان","فوژان"
"دارا","دارا"
"کبیر","کبير"
"روژینسادات","روژين سادات"
"هرینه","هرينه"
"آیت","آيت"
"محمدصادق","محمد صادق"
"سیدروحالامین","سيدروح الامين"
"سیدیوسف","سيد يوسف"
"سیدهنبات","سيده نبات"
"فرمانبردار","فرمانبردار"
"سیدجلال","سيد جلال"
"طوفان","طوفان"
"سیدهمهدین","سيده مهدين"
"صغرای","صغراي"
"ایمان","ايمان"
"محمدالیاس","محمدالياس"
"نفیسهسادات","نفيسه سادات"
"احسانالرضا","احسان الرضا"
"عبدالامام","عبدالامام"
"روحالامین","روح الامين"
"سیدسپنتا","سيدسپنتا"
"لیونا","ليونا"
"شیبعلی","شيب علي"
"روانبخش","روانبخش"
"غلامعلی","غلام علي"
"سیدهایدا","سيده ايدا"
"رضا","رضا"
"اشكبوس","اشكبوس"
"محمدعطا","محمدعطا"
"پامک","پامک"
"ارزوسادات","ارزوسادات"
"سیاووش","سياووش"
"درویش","درويش"
"وامق","وامق"
"سهیلا","سهيلا"
"سعدالله","سعدالله"
"نجات","نجات"
"معاونپژوهشیوتحصیلات","معاون پژوهشي وتحصيلات"
"فر","فر"
"سیفالله","سيف الله"
"هیرش","هيرش"
"سعیدهالسادات","سعيده السادات"
"سیدهمهلا","سيده مهلا"
"نوازاله","نوازاله"
"ویدا","ويدا"
"فرزانهالسادات","فرزانه السادات"
"سیدفرهنگ","سيدفرهنگ"
"سیدهنوشین","سيده نوشين"
"سوگل","سوگل"
"بیبیجان","بي بي جان"
"فخری","فخري"
"كرم","كرم"
"مانوسسادات","مانوس سادات"
"عبدالله","عبدالله"
"صنمبر","صنم بر"
"لوریس","لوريس"
"پاترا","پاترا"
"سیدمحمدسجاد","سيدمحمدسجاد"
"مهدیهسادات","مهديه سادات"
"سیدامیرابراهیم","سيداميرابراهيم"
"علویه","علويه"
"سیدمحمدکریم","سيدمحمدکريم"
"تاجماه","تاج ماه"
"حافظه","حافظه"
"سیدمحمدابراهیم","سيد محمد ابراهيم"
"عبدناصر","عبدناصر"
"منتجب","منتجب"
"اللهه","اللهه"
"خلیل","خليل"
"سیدمحمدهادی","سيدمحمد هادي"
"حوریهالسادات","حوريه السادات"
"زهراراضیوعد","زهرا راضي وعد"
"لطفعلی","لطفعلي"
"لورنزا","لورنزا"
"میگل","مي گل"
"اهو","اهو"
"وصال","وصال"
"جثیمه","جثيمه"
"فطانه","فطانه"
"اعطااله","اعطااله"
"پریچهر","پري چهر"
"سیدهعفت","سيده عفت"
"هلاكو","هلاكو"
"سلین","سلين"
"سیدهخجسته","سيده خجسته"
"سیدهسلیمه","سيده سليمه"
"عذراخانم","عذراخانم"
"مقداد","مقداد"
"ذبیح","ذبيح"
"پایدار","پايدار"
"اریو","اريو"
"رها","رها"
"مهپاره","مهپاره"
"میرمصطفی","مير مصطفي"
"نیکبخش","نيکبخش"
"عبدالعباس","عبدالعباس"
"سیدهفلورا","سيده فلورا"
"شرف","شرف"
"حبیبهسلطان","حبيبه سلطان"
"بشرا","بشرا"
"سیدامیرصالح","سيداميرصالح"
"بارانک","بارانک"
"عتیقاله","عتيق اله"
"سیدادیب","سيداديب"
"نیتعلی","نيت علي"
"بهشته","بهشته"
"زاون","زاون"
"ملكیه","ملكيه"
"کتایون","کتايون"
"کردی","کردي"
"رمیصا","رميصا"
"امیرخشایار","اميرخشايار"
"عیونه","عيونه"
"فاطمهثنا","فاطمه ثنا"
"نازیلا","نازيلا"
"امیرمهدی","اميرمهدي"
"آذین","آذين"
"سیدحسام","سيدحسام"
"زمانه","زمانه"
"اعزاز","اعزاز"
"سیدساعد","سيدساعد"
"نقشعلی","نقشعلي"
"زینلی","زينلي"
"چنگیز","چنگيز"
"فریدرضا","فريدرضا"
"گلچهره","گلچهره"
"سیدهبلقیس","سيده بلقيس"
"مالیه","ماليه"
"سیدامیررضا","سيد اميررضا"
"جواد","جواد"
"فخراله","فخراله"
"آلن","آلن"
"پریما","پريما"
"پانتها","پان ته ا"
"سیدهفرانک","سيده فرانک"
"آزرم","آزرم"
"عهدیه","عهديه"
"سیدهمحیا","سيده محيا"
"كلیوته","كليوته"
"کمال","کمال"
"مهزاد","مهزاد"
"رضیه","رضيه"
"سیدهمرجانه","سيده مرجانه"
"نیکو","نيکو"
"بانونساء","بانونساء"
"ملكعظما","ملك عظما"
"سمیترا","سميترا"
"سیدهمطهره","سيده مطهره"
"عفتسادات","عفت سادات"
"کریم","کريم"
"محترمخانم","محترم خانم"
"ایوت","ايوت"
"احمدقاسممحمد","احمد قاسم محمد"
"سیدکمال","سيد کمال"
"آرش","آرش"
"کمالالحق","کمال الحق"
"آیدین","آيدين"
"فرزانه","فرزانه"
"اخترالسادات","اخترالسادات"
"اتین","اتين"
"سیدهمهرسا","سيده مهرسا"
"نستوه","نستوه"
"علیشعبان","علي شعبان"
"محمدهمایون","محمدهمايون"
"شیماالسادات","شيماالسادات"
"سیدهشادی","سيده شادي"
"طهماس","طهماس"
"علیمحمد","علي محمد"
"ملوسک","ملوسک"
"سندسمهدیکاظم","سندس مهدي کاظم"
"دینالحق","دين الحق"
"سیدحمیدرضا","سيدحميد رضا"
"محمدرِصا","محمدرِصا"
"دختربس","دختربس"
"كهناز","كهناز"
"سیدمجتبی","سيد مجتبي"
"میرمهرداد","ميرمهرداد"
"محمدعلیکیوان","محمدعلي کيوان"
"فهیمه","فهيمه"
"تاجبیبی","تاج بي بي"
"شرمیلا","شرميلا"
"محمدرضا","محمدرضا"
"سیدبهروز","سيد بهروز"
"شکراله","شکراله"
"فرید","فريد"
"ابوجهاد","ابوجهاد"
"هدیهسادات","هديه سادات"
"معلایه","معلايه"
"مهتا","مهتا"
"كلثوم","كلثوم"
"سفانه","سفانه"
"سارگل","سارگل"
"سیدبهزاد","سيد بهزاد"
"فارسمحمد","فارس محمد"
"سیدمحمدحسن","سيدمحمدحسن"
"پرنیا","پرنيا"
"ابنیمین","ابن يمين"
"سیدهانی","سيدهاني"
"سیدهبنتالهدا","سيده بنت الهدا"
"عبدالرسول","عبد الرسول"
"فلورین","فلورين"
"عبدالکمال","عبدالکمال"
"تسیار","تسيار"
"بلورجان","بلورجان"
"آرام","آرام"
"كاظمه","كاظمه"
"محمداسماعیل","محمد اسماعيل"
"معصومه","معصومه"
"سیدمهدی","سيد مهدي"
"نصور","نصور"
"علیمردان","عليمردان"
"بصیره","بصيره"
"حجیه","حجيه"
"یحی","يحي"
"صبریه","صبريه"
"میرقادر","ميرقادر"
"سیدهپرنیان","سيده پرنيان"
"نیکتا","نيکتا"
"فرخبگ","فرخ بگ"
"حکیم","حکيم"
"پریسیما","پريسيما"
"سیدهبانو","سيده بانو"
"مادیح","ماديح"
"نسرینالسادات","نسرين السادات"
"پانتها","پانته ا"
"بیداءغالباعجمی","بيداء غالب اعجمي"
"گلتاج","گل تاج"
"ساتیار","ساتيار"
"فهامه","فهامه"
"لارونت","لارونت"
"آرتور","آرتور"
"افروزسادات","افروزسادات"
"مرضیهخاتون","مرضيه خاتون"
"زینبسادات","زينب سادات"
"ایده","ايده"
"مرزاعباس","مرزاعباس"
"زیور","زيور"
"تانیاالسادات","تانياالسادات"
"کیاهمرز","کياهمرز"
"مصریه","مصريه"
"سارینا","سارينا"
"سیدهدرسا","سيده درسا"
"امگلثوم","ام گلثوم"
"میرفتاح","ميرفتاح"
"سرور","سرور"
"حسان","حسان"
"سیدبابک","سيدبابک"
"اشرفالسادت","اشرف السادت"
"نجمه","نجمه"
"سیدامیرحسن","سيداميرحسن"
"یاور","ياور"
"تمنا","تمنا"
"سیدبهبود","سيد بهبود"
"نجاتعلی","نجاتعلي"
"طاهامحمد","طاهامحمد"
"انسیهخانم","انسيه خانم"
"پژواک","پژواک"
